var,i,h,n,index_extra,value,lb,ub
x,apples,H3,,,5.0,0.0,15.0
x,apples,H1,,,1.0,0.0,3.0
x,apples,H2,,,3.0,0.0,9.0
x,rice,H3,,,11.0,0.0,15.0
x,rice,H1,,,2.0,0.0,3.0
x,rice,H2,,,7.0,0.0,9.0
x,beans,H3,,,7.0,0.0,15.0
x,beans,H1,,,1.0,0.0,3.0
x,beans,H2,,,4.0,0.0,9.0
x,milk,H3,,,10.0,0.0,15.0
x,milk,H1,,,3.0,0.0,3.0
x,milk,H2,,,6.0,0.0,9.0
u,cal,H3,,,0.5806000000000007,0.0,1.0
u,cal,H1,,,0.3212000000000002,0.0,1.0
u,cal,H2,,,0.3212000000000002,0.0,1.0
u,calc,H3,,,0.3212000000000004,0.0,1.0
u,calc,H1,,,0.38299999999999945,0.0,1.0
u,calc,H2,,,0.3212000000000006,0.0,1.0
u,prot,H3,,,0.3212000000000002,0.0,1.0
u,prot,H1,,,0.3212000000000002,0.0,1.0
u,prot,H2,,,0.3211999999999997,0.0,1.0
y,apples,,,,0.9999999999999987,0,
y,rice,,,,0.0,0,
y,beans,,,,-0.0,0,
y,milk,,,,9.000000000000009,0,
dpos,apples,H3,,,-0.0,0,
dpos,apples,H1,,,0.0,0,
dpos,apples,H2,,,0.0,0,
dpos,rice,H3,,,0.0,0,
dpos,rice,H1,,,0.0,0,
dpos,rice,H2,,,0.33333333999999937,0,
dpos,beans,H3,,,0.33333332799999305,0,
dpos,beans,H1,,,0.0,0,
dpos,beans,H2,,,4.000009212745681e-09,0,
dpos,milk,H3,,,0.0,0,
dpos,milk,H1,,,0.8888888910000002,0,
dpos,milk,H2,,,-0.0,0,
dneg,apples,H3,,,3.9999987766492495e-09,0,
dneg,apples,H1,,,-1.0000001660070978e-09,0,
dneg,apples,H2,,,-3.0000003592434155e-09,0,
dneg,rice,H3,,,0.11111111999999856,0,
dneg,rice,H1,,,0.22222221999999991,0,
dneg,rice,H2,,,0.0,0,
dneg,beans,H3,,,0.0,0,
dneg,beans,H1,,,0.33333333200000004,0,
dneg,beans,H2,,,0.0,0,
dneg,milk,H3,,,0.555555564000004,0,
dneg,milk,H1,,,0.0,0,
dneg,milk,H2,,,0.3333333270000032,0,
epsilon,,,,,,0,
