var,i,h,n,index_extra,value,lb,ub
x,beans,H1,,,2.0,0.0,3.0
x,beans,H2,,,6.0,0.0,9.0
x,beans,H3,,,5.0,0.0,15.0
x,rice,H1,,,3.0,0.0,3.0
x,rice,H2,,,9.0,0.0,9.0
x,rice,H3,,,12.0,0.0,15.0
x,apples,H1,,,3.0,0.0,3.0
x,apples,H2,,,5.0,0.0,9.0
x,apples,H3,,,1.0,0.0,15.0
x,milk,H1,,,3.0,0.0,3.0
x,milk,H2,,,9.0,0.0,9.0
x,milk,H3,,,2.0,0.0,15.0
u,prot,H1,,,1.0,0.0,1.0
u,prot,H2,,,1.0,0.0,1.0
u,prot,H3,,,0.89,0.0,1.0
u,calc,H1,,,0.40900000000000003,0.0,1.0
u,calc,H2,,,0.48119999999999996,0.0,1.0
u,calc,H3,,,0.08425,0.0,1.0
u,cal,H1,,,0.9942857142857142,0.0,1.0
u,cal,H2,,,1.0,0.0,1.0
u,cal,H3,,,0.6473684210526316,0.0,1.0
y,beans,,,,1.0,0,
y,rice,,,,4.0,0,
y,apples,,,,1.0,0,
y,milk,,,,4.0,0,
y_active,beans,,,,1.0,0,1
y_active,rice,,,,1.0,0,1
y_active,apples,,,,1.0,0,1
y_active,milk,,,,1.0,0,1
dpos,beans,H1,,,0.5555555569999999,0,
dpos,beans,H2,,,1.6666666710000002,0,
dpos,beans,H3,,,0.0,0,
dpos,rice,H1,,,0.33333333600000015,0,
dpos,rice,H2,,,1.0000000079999993,0,
dpos,rice,H3,,,0.0,0,
dpos,apples,H1,,,2.000000001,0,
dpos,apples,H2,,,2.0000000030000002,0,
dpos,apples,H3,,,0.0,0,
dpos,milk,H1,,,1.444444446,0,
dpos,milk,H2,,,4.333333337999999,0,
dpos,milk,H3,,,0.0,0,
dneg,beans,H1,,,0.0,0,
dneg,beans,H2,,,0.0,0,
dneg,beans,H3,,,2.2222222279999997,0,
dneg,rice,H1,,,-0.0,0,
dneg,rice,H2,,,-0.0,0,
dneg,rice,H3,,,1.333333343999998,0,
dneg,apples,H1,,,0.0,0,
dneg,apples,H2,,,0.0,0,
dneg,apples,H3,,,4.000000003999999,0,
dneg,milk,H1,,,-0.0,0,
dneg,milk,H2,,,-0.0,0,
dneg,milk,H3,,,5.7777777839999995,0,
epsilon,,,,,,0,
