var,i,h,n,index_extra,value,lb,ub
x,rice,H3,,,9.0,0.0,15.0
x,rice,H2,,,8.0,0.0,9.0
x,rice,H1,,,2.0,0.0,3.0
x,beans,H3,,,6.0,0.0,15.0
x,beans,H2,,,4.0,0.0,9.0
x,beans,H1,,,2.0,0.0,3.0
x,apples,H3,,,4.0,0.0,15.0
x,apples,H2,,,3.0,0.0,9.0
x,apples,H1,,,1.0,0.0,3.0
x,milk,H3,,,10.0,0.0,15.0
x,milk,H2,,,8.0,0.0,9.0
x,milk,H1,,,3.0,0.0,3.0
u,cal,H3,,,0.6387368421052632,0.0,1.0
u,cal,H2,,,0.8113333333333335,0.0,1.0
u,cal,H1,,,0.7733333333333333,0.0,1.0
u,calc,H3,,,0.32925000000000004,0.0,1.0
u,calc,H2,,,0.4184,0.0,1.0
u,calc,H1,,,0.394,0.0,1.0
u,prot,H3,,,1.0,0.0,1.0
u,prot,H2,,,1.0,0.0,1.0
u,prot,H1,,,1.0,0.0,1.0
y,rice,,,,0.0,0,
y,beans,,,,0.0,0,
y,apples,,,,0.0,0,
y,milk,,,,11.000000000000009,0,
y_active,rice,,,,0.0,0,1
y_active,beans,,,,0.0,0,1
y_active,apples,,,,0.0,0,1
y_active,milk,,,,1.0,0,1
dpos,rice,H3,,,0.0,0,
dpos,rice,H2,,,1.333333333333334,0,
dpos,rice,H1,,,0.0,0,
dpos,beans,H3,,,0.0,0,
dpos,beans,H2,,,0.0,0,
dpos,beans,H1,,,0.6666666666666667,0,
dpos,apples,H3,,,0.0,0,
dpos,apples,H2,,,0.3333333333333335,0,
dpos,apples,H1,,,0.11111111111111116,0,
dpos,milk,H3,,,0.0,0,
dpos,milk,H2,,,0.9999999999999973,0,
dpos,milk,H1,,,0.6666666666666656,0,
dneg,rice,H3,,,2.1111111111111107,0,
dneg,rice,H2,,,0.0,0,
dneg,rice,H1,,,0.22222222222222232,0,
dneg,beans,H3,,,0.666666666666667,0,
dneg,beans,H2,,,-0.0,0,
dneg,beans,H1,,,0.0,0,
dneg,apples,H3,,,0.44444444444444464,0,
dneg,apples,H2,,,0.0,0,
dneg,apples,H1,,,0.0,0,
dneg,milk,H3,,,1.6666666666666714,0,
dneg,milk,H2,,,0.0,0,
dneg,milk,H1,,,0.0,0,
epsilon,,,,,0.3779781676413255,0,
