var,i,h,n,index_extra,value,lb,ub
x,apples,H3,,,2.0,0.0,15.0
x,apples,H2,,,5.0,0.0,10.0
x,apples,H1,,,1.0,0.0,5.0
x,milk,H3,,,6.0,0.0,15.0
x,milk,H2,,,10.0,0.0,10.0
x,milk,H1,,,4.0,0.0,5.0
x,beans,H3,,,7.0,0.0,15.0
x,beans,H2,,,4.0,0.0,10.0
x,beans,H1,,,1.0,0.0,5.0
x,rice,H3,,,7.0,0.0,15.0
x,rice,H2,,,10.0,0.0,10.0
x,rice,H1,,,4.0,0.0,5.0
u,prot,H3,,,0.9827272727272727,0.0,1.0
u,prot,H2,,,1.0,0.0,1.0
u,prot,H1,,,1.0,0.0,1.0
u,cal,H3,,,0.5597894736842106,0.0,1.0
u,cal,H2,,,0.9700000000000001,0.0,1.0
u,cal,H1,,,0.9895238095238095,0.0,1.0
u,calc,H3,,,0.20750000000000005,0.0,1.0
u,calc,H2,,,0.5216,0.0,1.0
u,calc,H1,,,0.509,0.0,1.0
y,apples,,,,0.0,0,
y,milk,,,,10.0,0,
y,beans,,,,0.0,0,
y,rice,,,,1.0,0,
y_active,apples,,,,0.0,0,1
y_active,milk,,,,1.0,0,1
y_active,beans,,,,0.0,0,1
y_active,rice,,,,1.0,0,1
dpos,apples,H3,,,0.0,0,
dpos,apples,H2,,,2.3333333333333335,0,
dpos,apples,H1,,,0.11111111111111116,0,
dpos,milk,H3,,,0.0,0,
dpos,milk,H2,,,3.333333333333334,0,
dpos,milk,H1,,,1.7777777777777777,0,
dpos,beans,H3,,,0.3333333333333334,0,
dpos,beans,H2,,,0.0,0,
dpos,beans,H1,,,0.0,0,
dpos,rice,H3,,,0.0,0,
dpos,rice,H2,,,3.0,0,
dpos,rice,H1,,,1.6666666666666665,0,
dneg,apples,H3,,,2.4444444444444446,0,
dneg,apples,H2,,,-0.0,0,
dneg,apples,H1,,,0.0,0,
dneg,milk,H3,,,5.111111111111111,0,
dneg,milk,H2,,,0.0,0,
dneg,milk,H1,,,0.0,0,
dneg,beans,H3,,,-0.0,0,
dneg,beans,H2,,,-0.0,0,
dneg,beans,H1,,,0.33333333333333326,0,
dneg,rice,H3,,,4.666666666666666,0,
dneg,rice,H2,,,0.0,0,
dneg,rice,H1,,,0.0,0,
epsilon,,,,,0.0,0,
