var,i,h,n,index_extra,value,lb,ub
x,rice,H2,,,9.0,0.0,9.0
x,rice,H1,,,3.0,0.0,3.0
x,rice,H3,,,11.0,0.0,15.0
x,apples,H2,,,4.0,0.0,9.0
x,apples,H1,,,3.0,0.0,3.0
x,apples,H3,,,1.0,0.0,15.0
x,beans,H2,,,6.0,0.0,9.0
x,beans,H1,,,2.0,0.0,3.0
x,beans,H3,,,6.0,0.0,15.0
x,milk,H2,,,9.0,0.0,9.0
x,milk,H1,,,3.0,0.0,3.0
x,milk,H3,,,2.0,0.0,15.0
u,prot,H2,,,1.0,0.0,1.0
u,prot,H1,,,1.0,0.0,1.0
u,prot,H3,,,0.9536363636363636,0.0,1.0
u,cal,H2,,,1.0,0.0,1.0
u,cal,H1,,,0.9942857142857142,0.0,1.0
u,cal,H3,,,0.6442105263157895,0.0,1.0
u,calc,H2,,,0.4788,0.0,1.0
u,calc,H1,,,0.40900000000000003,0.0,1.0
u,calc,H3,,,0.08625000000000001,0.0,1.0
y,rice,,,,3.0,0,
y,apples,,,,0.0,0,
y,beans,,,,2.0,0,
y,milk,,,,4.0,0,
y_active,rice,,,,1.0,0,1
y_active,apples,,,,0.0,0,1
y_active,beans,,,,1.0,0,1
y_active,milk,,,,1.0,0,1
dpos,rice,H2,,,1.333333333333334,0,
dpos,rice,H1,,,0.4444444444444442,0,
dpos,rice,H3,,,0.0,0,
dpos,apples,H2,,,1.3333333333333335,0,
dpos,apples,H1,,,2.111111111111111,0,
dpos,apples,H3,,,0.0,0,
dpos,beans,H2,,,1.3333333333333335,0,
dpos,beans,H1,,,0.44444444444444453,0,
dpos,beans,H3,,,0.0,0,
dpos,milk,H2,,,4.333333333333334,0,
dpos,milk,H1,,,1.4444444444444444,0,
dpos,milk,H3,,,0.0,0,
dneg,rice,H2,,,0.0,0,
dneg,rice,H1,,,0.0,0,
dneg,rice,H3,,,1.7777777777777768,0,
dneg,apples,H2,,,-0.0,0,
dneg,apples,H1,,,-0.0,0,
dneg,apples,H3,,,3.4444444444444446,0,
dneg,beans,H2,,,-0.0,0,
dneg,beans,H1,,,-0.0,0,
dneg,beans,H3,,,1.7777777777777777,0,
dneg,milk,H2,,,-0.0,0,
dneg,milk,H1,,,-0.0,0,
dneg,milk,H3,,,5.777777777777778,0,
epsilon,,,,,0.5703682604237867,0,
