var,i,h,n,index_extra,value,lb,ub
x,rice,H2,,,7.0,0.0,9.0
x,rice,H1,,,1.0,0.0,3.0
x,rice,H3,,,11.0,0.0,15.0
x,milk,H2,,,6.0,0.0,9.0
x,milk,H1,,,3.0,0.0,3.0
x,milk,H3,,,10.0,0.0,15.0
x,beans,H2,,,4.0,0.0,9.0
x,beans,H1,,,1.0,0.0,3.0
x,beans,H3,,,7.0,0.0,15.0
x,apples,H2,,,3.0,0.0,9.0
x,apples,H1,,,1.0,0.0,3.0
x,apples,H3,,,5.0,0.0,15.0
u,calc,H2,,,0.3212000000000004,0.0,1.0
u,calc,H1,,,0.3211999999999999,0.0,1.0
u,calc,H3,,,0.3211999999999996,0.0,1.0
u,prot,H2,,,0.6423999999999995,0.0,1.0
u,prot,H1,,,0.3211999999999999,0.0,1.0
u,prot,H3,,,0.3211999999999999,0.0,1.0
u,cal,H2,,,0.3211999999999999,0.0,1.0
u,cal,H1,,,0.3211999999999998,0.0,1.0
u,cal,H3,,,0.3212,0.0,1.0
y,rice,,,,0.08000001209599923,0,
y,milk,,,,9.0,0,
y,beans,,,,0.5999999899200004,0,
y,apples,,,,1.0,0,
dpos,rice,H2,,,0.30666666932800113,0,
dpos,rice,H1,,,0.0,0,
dpos,rice,H3,,,0.0,0,
dpos,milk,H2,,,-0.0,0,
dpos,milk,H1,,,0.888888891,0,
dpos,milk,H3,,,0.0,0,
dpos,beans,H2,,,0.0,0,
dpos,beans,H1,,,0.0,0,
dpos,beans,H3,,,0.0,0,
dpos,apples,H2,,,0.0,0,
dpos,apples,H1,,,0.4500000000000001,0,
dpos,apples,H3,,,0.0,0,
dneg,rice,H2,,,0.0,0,
dneg,rice,H1,,,1.2311111102239998,0,
dneg,rice,H3,,,0.15555557119999813,0,
dneg,milk,H2,,,0.33333332700000035,0,
dneg,milk,H1,,,0.0,0,
dneg,milk,H3,,,0.5555555639999984,0,
dneg,beans,H2,,,0.19999999244000025,0,
dneg,beans,H1,,,0.3999999974800001,0,
dneg,beans,H3,,,0.0,0,
dneg,apples,H2,,,-2.9999999151542056e-09,0,
dneg,apples,H1,,,0.4499999990000001,0,
dneg,apples,H3,,,3.999999553805367e-09,0,
epsilon,,,,,,0,
